INFO 2025-12-10 06:15:29,142 autoreload 8652 22668 Watching for file changes with StatReloader
WARNING 2025-12-10 06:29:04,959 log 20416 7304 Not Found: /static/admin/img/icon-addlink.svg
WARNING 2025-12-10 06:29:04,960 log 20416 19000 Not Found: /static/admin/img/icon-viewlink.svg
WARNING 2025-12-10 06:29:04,960 log 20416 12712 Not Found: /static/admin/img/icon-deletelink.svg
WARNING 2025-12-10 06:29:04,964 log 20416 1736 Not Found: /static/admin/js/change_form.js
WARNING 2025-12-10 06:29:23,398 log 20416 1736 Not Found: /static/admin/css/base.css
WARNING 2025-12-10 06:29:23,400 log 20416 12712 Not Found: /static/admin/css/dark_mode.css
WARNING 2025-12-10 06:29:23,401 log 20416 23368 Not Found: /static/admin/js/theme.js
WARNING 2025-12-10 06:29:23,402 log 20416 7304 Not Found: /static/admin/css/nav_sidebar.css
WARNING 2025-12-10 06:29:23,403 log 20416 19000 Not Found: /static/admin/css/forms.css
WARNING 2025-12-10 06:29:23,405 log 20416 1736 Not Found: /static/admin/css/responsive.css
WARNING 2025-12-10 06:29:23,408 log 20416 12712 Not Found: /static/admin/js/vendor/jquery/jquery.min.js
WARNING 2025-12-10 06:29:23,409 log 20416 23368 Not Found: /static/admin/js/calendar.js
WARNING 2025-12-10 06:29:23,411 log 20416 22920 Not Found: /static/admin/js/jquery.init.js
WARNING 2025-12-10 06:29:23,413 log 20416 12712 Not Found: /static/admin/js/core.js
WARNING 2025-12-10 06:29:23,415 log 20416 23368 Not Found: /static/admin/js/actions.js
WARNING 2025-12-10 06:29:23,412 log 20416 19000 Not Found: /static/admin/js/admin/DateTimeShortcuts.js
WARNING 2025-12-10 06:29:23,418 log 20416 1736 Not Found: /static/admin/js/admin/RelatedObjectLookups.js
WARNING 2025-12-10 06:29:23,421 log 20416 12712 Not Found: /static/admin/js/urlify.js
WARNING 2025-12-10 06:29:23,423 log 20416 22920 Not Found: /static/admin/js/prepopulate.js
WARNING 2025-12-10 06:29:23,425 log 20416 23368 Not Found: /static/admin/js/vendor/xregexp/xregexp.min.js
WARNING 2025-12-10 06:29:23,425 log 20416 19000 Not Found: /static/admin/js/prepopulate_init.js
WARNING 2025-12-10 06:29:23,433 log 20416 19904 Not Found: /static/admin/js/nav_sidebar.js
WARNING 2025-12-10 06:29:23,434 log 20416 23368 Not Found: /static/admin/img/icon-changelink.svg
WARNING 2025-12-10 06:29:23,434 log 20416 19000 Not Found: /static/admin/css/responsive.css
WARNING 2025-12-10 06:29:23,435 log 20416 22920 Not Found: /static/admin/img/icon-addlink.svg
WARNING 2025-12-10 06:29:23,435 log 20416 12712 Not Found: /static/admin/img/icon-viewlink.svg
WARNING 2025-12-10 06:29:23,436 log 20416 1736 Not Found: /static/admin/img/icon-deletelink.svg
WARNING 2025-12-10 06:29:23,440 log 20416 22920 Not Found: /static/admin/js/change_form.js
WARNING 2025-12-10 06:29:28,110 log 20416 22920 Not Found: /static/admin/css/base.css
WARNING 2025-12-10 06:29:28,112 log 20416 1736 Not Found: /static/admin/css/dark_mode.css
WARNING 2025-12-10 06:29:28,113 log 20416 12712 Not Found: /static/admin/css/nav_sidebar.css
WARNING 2025-12-10 06:29:28,114 log 20416 19000 Not Found: /static/admin/js/theme.js
WARNING 2025-12-10 06:29:28,115 log 20416 19904 Not Found: /static/admin/css/forms.css
WARNING 2025-12-10 06:29:28,117 log 20416 22920 Not Found: /static/admin/css/responsive.css
WARNING 2025-12-10 06:29:28,120 log 20416 12712 Not Found: /static/admin/js/calendar.js
WARNING 2025-12-10 06:29:28,121 log 20416 1736 Not Found: /static/admin/js/vendor/jquery/jquery.min.js
WARNING 2025-12-10 06:29:28,123 log 20416 19000 Not Found: /static/admin/js/admin/DateTimeShortcuts.js
WARNING 2025-12-10 06:29:28,124 log 20416 19904 Not Found: /static/admin/js/jquery.init.js
WARNING 2025-12-10 06:29:28,127 log 20416 22920 Not Found: /static/admin/css/nav_sidebar.css
WARNING 2025-12-10 06:29:28,129 log 20416 12712 Not Found: /static/admin/js/core.js
WARNING 2025-12-10 06:29:28,131 log 20416 1736 Not Found: /static/admin/css/forms.css
WARNING 2025-12-10 06:29:28,132 log 20416 19904 Not Found: /static/admin/js/admin/RelatedObjectLookups.js
WARNING 2025-12-10 06:29:28,133 log 20416 19000 Not Found: /static/admin/js/actions.js
WARNING 2025-12-10 06:29:28,134 log 20416 22920 Not Found: /static/admin/js/urlify.js
WARNING 2025-12-10 06:29:28,137 log 20416 12712 Not Found: /static/admin/js/prepopulate.js
WARNING 2025-12-10 06:29:28,138 log 20416 1736 Not Found: /static/admin/js/vendor/xregexp/xregexp.min.js
WARNING 2025-12-10 06:29:28,139 log 20416 19904 Not Found: /static/admin/js/prepopulate_init.js
WARNING 2025-12-10 06:29:28,145 log 20416 19904 Not Found: /static/admin/js/nav_sidebar.js
WARNING 2025-12-10 06:29:28,145 log 20416 1736 Not Found: /static/admin/css/responsive.css
WARNING 2025-12-10 06:29:28,146 log 20416 12712 Not Found: /static/admin/img/icon-changelink.svg
WARNING 2025-12-10 06:29:28,147 log 20416 23368 Not Found: /static/admin/img/icon-addlink.svg
WARNING 2025-12-10 06:29:28,147 log 20416 22920 Not Found: /static/admin/img/icon-viewlink.svg
WARNING 2025-12-10 06:29:28,148 log 20416 19000 Not Found: /static/admin/img/icon-deletelink.svg
WARNING 2025-12-10 06:29:28,152 log 20416 23368 Not Found: /static/admin/js/change_form.js
ERROR 2025-12-10 06:29:42,379 log 20416 23368 Internal Server Error: /admin/clinic/patient/add/
Traceback (most recent call last):
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\django\core\handlers\exception.py", line 55, in inner
    response = get_response(request)
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\django\core\handlers\base.py", line 198, in _get_response
    response = wrapped_callback(request, *callback_args, **callback_kwargs)
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\django\contrib\admin\options.py", line 710, in wrapper
    return self.admin_site.admin_view(view)(*args, **kwargs)
           ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\django\utils\decorators.py", line 192, in _view_wrapper
    result = _process_exception(request, e)
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\django\utils\decorators.py", line 190, in _view_wrapper
    response = view_func(request, *args, **kwargs)
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\django\views\decorators\cache.py", line 80, in _view_wrapper
    response = view_func(request, *args, **kwargs)
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\django\contrib\admin\sites.py", line 247, in inner
    return view(request, *args, **kwargs)
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\django\contrib\admin\options.py", line 1942, in add_view
    return self.changeform_view(request, None, form_url, extra_context)
           ~~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\django\utils\decorators.py", line 48, in _wrapper
    return bound_method(*args, **kwargs)
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\django\utils\decorators.py", line 192, in _view_wrapper
    result = _process_exception(request, e)
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\django\utils\decorators.py", line 190, in _view_wrapper
    response = view_func(request, *args, **kwargs)
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\django\contrib\admin\options.py", line 1801, in changeform_view
    return self._changeform_view(request, object_id, form_url, extra_context)
           ~~~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\django\contrib\admin\options.py", line 1846, in _changeform_view
    form_validated = form.is_valid()
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\django\forms\forms.py", line 206, in is_valid
    return self.is_bound and not self.errors
                                 ^^^^^^^^^^^
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\django\forms\forms.py", line 201, in errors
    self.full_clean()
    ~~~~~~~~~~~~~~~^^
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\django\forms\forms.py", line 339, in full_clean
    self._post_clean()
    ~~~~~~~~~~~~~~~~^^
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\django\forms\models.py", line 503, in _post_clean
    self.instance.full_clean(
    ~~~~~~~~~~~~~~~~~~~~~~~~^
        exclude=exclude, validate_unique=False, validate_constraints=False
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
    )
    ^
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\django\db\models\base.py", line 1678, in full_clean
    self.clean_fields(exclude=exclude)
    ~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\django\db\models\base.py", line 1733, in clean_fields
    setattr(self, f.attname, f.clean(raw_value, self))
                             ~~~~~~~^^^^^^^^^^^^^^^^^
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\django\db\models\fields\__init__.py", line 837, in clean
    self.run_validators(value)
    ~~~~~~~~~~~~~~~~~~~^^^^^^^
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\django\db\models\fields\__init__.py", line 789, in run_validators
    v(value)
    ~^^^^^^^
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\django\core\validators.py", line 395, in __call__
    if self.compare(cleaned, limit_value):
       ~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\django\core\validators.py", line 429, in compare
    return a < b
           ^^^^^
TypeError: '<' not supported between instances of 'datetime.date' and 'str'
ERROR 2025-12-10 06:29:45,264 log 20416 23368 Internal Server Error: /admin/clinic/patient/add/
Traceback (most recent call last):
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\django\core\handlers\exception.py", line 55, in inner
    response = get_response(request)
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\django\core\handlers\base.py", line 198, in _get_response
    response = wrapped_callback(request, *callback_args, **callback_kwargs)
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\django\contrib\admin\options.py", line 710, in wrapper
    return self.admin_site.admin_view(view)(*args, **kwargs)
           ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\django\utils\decorators.py", line 192, in _view_wrapper
    result = _process_exception(request, e)
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\django\utils\decorators.py", line 190, in _view_wrapper
    response = view_func(request, *args, **kwargs)
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\django\views\decorators\cache.py", line 80, in _view_wrapper
    response = view_func(request, *args, **kwargs)
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\django\contrib\admin\sites.py", line 247, in inner
    return view(request, *args, **kwargs)
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\django\contrib\admin\options.py", line 1942, in add_view
    return self.changeform_view(request, None, form_url, extra_context)
           ~~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\django\utils\decorators.py", line 48, in _wrapper
    return bound_method(*args, **kwargs)
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\django\utils\decorators.py", line 192, in _view_wrapper
    result = _process_exception(request, e)
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\django\utils\decorators.py", line 190, in _view_wrapper
    response = view_func(request, *args, **kwargs)
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\django\contrib\admin\options.py", line 1801, in changeform_view
    return self._changeform_view(request, object_id, form_url, extra_context)
           ~~~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\django\contrib\admin\options.py", line 1846, in _changeform_view
    form_validated = form.is_valid()
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\django\forms\forms.py", line 206, in is_valid
    return self.is_bound and not self.errors
                                 ^^^^^^^^^^^
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\django\forms\forms.py", line 201, in errors
    self.full_clean()
    ~~~~~~~~~~~~~~~^^
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\django\forms\forms.py", line 339, in full_clean
    self._post_clean()
    ~~~~~~~~~~~~~~~~^^
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\django\forms\models.py", line 503, in _post_clean
    self.instance.full_clean(
    ~~~~~~~~~~~~~~~~~~~~~~~~^
        exclude=exclude, validate_unique=False, validate_constraints=False
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
    )
    ^
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\django\db\models\base.py", line 1678, in full_clean
    self.clean_fields(exclude=exclude)
    ~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\django\db\models\base.py", line 1733, in clean_fields
    setattr(self, f.attname, f.clean(raw_value, self))
                             ~~~~~~~^^^^^^^^^^^^^^^^^
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\django\db\models\fields\__init__.py", line 837, in clean
    self.run_validators(value)
    ~~~~~~~~~~~~~~~~~~~^^^^^^^
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\django\db\models\fields\__init__.py", line 789, in run_validators
    v(value)
    ~^^^^^^^
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\django\core\validators.py", line 395, in __call__
    if self.compare(cleaned, limit_value):
       ~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\django\core\validators.py", line 429, in compare
    return a < b
           ^^^^^
TypeError: '<' not supported between instances of 'datetime.date' and 'str'
WARNING 2025-12-10 06:29:55,708 log 20416 23368 Not Found: /static/admin/css/base.css
WARNING 2025-12-10 06:29:55,710 log 20416 19000 Not Found: /static/admin/css/dark_mode.css
WARNING 2025-12-10 06:29:55,711 log 20416 22920 Not Found: /static/admin/js/theme.js
WARNING 2025-12-10 06:29:55,712 log 20416 12712 Not Found: /static/admin/css/nav_sidebar.css
WARNING 2025-12-10 06:29:55,712 log 20416 1736 Not Found: /static/admin/css/forms.css
WARNING 2025-12-10 06:29:55,713 log 20416 23368 Not Found: /static/admin/css/responsive.css
WARNING 2025-12-10 06:29:55,716 log 20416 19000 Not Found: /static/admin/js/vendor/jquery/jquery.min.js
WARNING 2025-12-10 06:29:55,717 log 20416 22920 Not Found: /static/admin/js/calendar.js
WARNING 2025-12-10 06:29:55,720 log 20416 12712 Not Found: /static/admin/js/jquery.init.js
WARNING 2025-12-10 06:29:55,721 log 20416 23368 Not Found: /static/admin/js/admin/DateTimeShortcuts.js
WARNING 2025-12-10 06:29:55,723 log 20416 19000 Not Found: /static/admin/js/admin/RelatedObjectLookups.js
WARNING 2025-12-10 06:29:55,722 log 20416 1736 Not Found: /static/admin/js/core.js
WARNING 2025-12-10 06:29:55,724 log 20416 22920 Not Found: /static/admin/js/actions.js
WARNING 2025-12-10 06:29:55,728 log 20416 23368 Not Found: /static/admin/js/urlify.js
WARNING 2025-12-10 06:29:55,730 log 20416 19000 Not Found: /static/admin/js/vendor/xregexp/xregexp.min.js
WARNING 2025-12-10 06:29:55,729 log 20416 12712 Not Found: /static/admin/js/prepopulate.js
WARNING 2025-12-10 06:29:55,732 log 20416 22920 Not Found: /static/admin/js/prepopulate_init.js
WARNING 2025-12-10 06:29:55,737 log 20416 12712 Not Found: /static/admin/css/nav_sidebar.css
WARNING 2025-12-10 06:29:55,738 log 20416 22920 Not Found: /static/admin/css/forms.css
WARNING 2025-12-10 06:29:55,746 log 20416 22920 Not Found: /static/admin/js/nav_sidebar.js
WARNING 2025-12-10 06:29:55,748 log 20416 19904 Not Found: /static/admin/img/icon-viewlink.svg
WARNING 2025-12-10 06:29:55,747 log 20416 12712 Not Found: /static/admin/img/icon-changelink.svg
WARNING 2025-12-10 06:29:55,748 log 20416 19000 Not Found: /static/admin/css/responsive.css
WARNING 2025-12-10 06:29:55,748 log 20416 1736 Not Found: /static/admin/img/icon-deletelink.svg
WARNING 2025-12-10 06:29:55,747 log 20416 23368 Not Found: /static/admin/img/icon-addlink.svg
WARNING 2025-12-10 06:29:55,753 log 20416 1736 Not Found: /static/admin/js/change_form.js
WARNING 2025-12-10 06:30:00,675 log 20416 1736 Not Found: /static/admin/css/base.css
WARNING 2025-12-10 06:30:00,676 log 20416 19000 Not Found: /static/admin/js/theme.js
WARNING 2025-12-10 06:30:00,677 log 20416 12712 Not Found: /static/admin/css/nav_sidebar.css
WARNING 2025-12-10 06:30:00,677 log 20416 19904 Not Found: /static/admin/css/forms.css
WARNING 2025-12-10 06:30:00,675 log 20416 23368 Not Found: /static/admin/css/dark_mode.css
WARNING 2025-12-10 06:30:00,681 log 20416 1736 Not Found: /static/admin/css/responsive.css
WARNING 2025-12-10 06:30:00,683 log 20416 12712 Not Found: /static/admin/js/calendar.js
WARNING 2025-12-10 06:30:00,684 log 20416 19000 Not Found: /static/admin/js/vendor/jquery/jquery.min.js
WARNING 2025-12-10 06:30:00,686 log 20416 23368 Not Found: /static/admin/js/admin/DateTimeShortcuts.js
WARNING 2025-12-10 06:30:00,688 log 20416 12712 Not Found: /static/admin/js/admin/RelatedObjectLookups.js
WARNING 2025-12-10 06:30:00,686 log 20416 19904 Not Found: /static/admin/js/jquery.init.js
WARNING 2025-12-10 06:30:00,691 log 20416 19000 Not Found: /static/admin/js/core.js
WARNING 2025-12-10 06:30:00,689 log 20416 1736 Not Found: /static/admin/css/nav_sidebar.css
WARNING 2025-12-10 06:30:00,692 log 20416 23368 Not Found: /static/admin/css/forms.css
WARNING 2025-12-10 06:30:00,693 log 20416 12712 Not Found: /static/admin/js/actions.js
WARNING 2025-12-10 06:30:00,695 log 20416 22920 Not Found: /static/admin/js/prepopulate.js
WARNING 2025-12-10 06:30:00,696 log 20416 19904 Not Found: /static/admin/js/urlify.js
WARNING 2025-12-10 06:30:00,697 log 20416 19000 Not Found: /static/admin/js/vendor/xregexp/xregexp.min.js
WARNING 2025-12-10 06:30:00,698 log 20416 1736 Not Found: /static/admin/js/prepopulate_init.js
WARNING 2025-12-10 06:30:00,704 log 20416 19000 Not Found: /static/admin/js/nav_sidebar.js
WARNING 2025-12-10 06:30:00,704 log 20416 1736 Not Found: /static/admin/img/icon-changelink.svg
WARNING 2025-12-10 06:30:00,705 log 20416 19904 Not Found: /static/admin/css/responsive.css
WARNING 2025-12-10 06:30:00,705 log 20416 22920 Not Found: /static/admin/img/icon-addlink.svg
WARNING 2025-12-10 06:30:00,705 log 20416 12712 Not Found: /static/admin/img/icon-viewlink.svg
WARNING 2025-12-10 06:30:00,706 log 20416 23368 Not Found: /static/admin/img/icon-deletelink.svg
WARNING 2025-12-10 06:30:00,709 log 20416 19000 Not Found: /static/admin/js/change_form.js
ERROR 2025-12-10 06:30:23,008 log 20416 19000 Internal Server Error: /admin/clinic/patient/add/
Traceback (most recent call last):
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\django\core\handlers\exception.py", line 55, in inner
    response = get_response(request)
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\django\core\handlers\base.py", line 198, in _get_response
    response = wrapped_callback(request, *callback_args, **callback_kwargs)
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\django\contrib\admin\options.py", line 710, in wrapper
    return self.admin_site.admin_view(view)(*args, **kwargs)
           ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\django\utils\decorators.py", line 192, in _view_wrapper
    result = _process_exception(request, e)
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\django\utils\decorators.py", line 190, in _view_wrapper
    response = view_func(request, *args, **kwargs)
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\django\views\decorators\cache.py", line 80, in _view_wrapper
    response = view_func(request, *args, **kwargs)
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\django\contrib\admin\sites.py", line 247, in inner
    return view(request, *args, **kwargs)
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\django\contrib\admin\options.py", line 1942, in add_view
    return self.changeform_view(request, None, form_url, extra_context)
           ~~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\django\utils\decorators.py", line 48, in _wrapper
    return bound_method(*args, **kwargs)
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\django\utils\decorators.py", line 192, in _view_wrapper
    result = _process_exception(request, e)
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\django\utils\decorators.py", line 190, in _view_wrapper
    response = view_func(request, *args, **kwargs)
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\django\contrib\admin\options.py", line 1801, in changeform_view
    return self._changeform_view(request, object_id, form_url, extra_context)
           ~~~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\django\contrib\admin\options.py", line 1846, in _changeform_view
    form_validated = form.is_valid()
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\django\forms\forms.py", line 206, in is_valid
    return self.is_bound and not self.errors
                                 ^^^^^^^^^^^
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\django\forms\forms.py", line 201, in errors
    self.full_clean()
    ~~~~~~~~~~~~~~~^^
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\django\forms\forms.py", line 339, in full_clean
    self._post_clean()
    ~~~~~~~~~~~~~~~~^^
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\django\forms\models.py", line 503, in _post_clean
    self.instance.full_clean(
    ~~~~~~~~~~~~~~~~~~~~~~~~^
        exclude=exclude, validate_unique=False, validate_constraints=False
        ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
    )
    ^
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\django\db\models\base.py", line 1678, in full_clean
    self.clean_fields(exclude=exclude)
    ~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\django\db\models\base.py", line 1733, in clean_fields
    setattr(self, f.attname, f.clean(raw_value, self))
                             ~~~~~~~^^^^^^^^^^^^^^^^^
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\django\db\models\fields\__init__.py", line 837, in clean
    self.run_validators(value)
    ~~~~~~~~~~~~~~~~~~~^^^^^^^
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\django\db\models\fields\__init__.py", line 789, in run_validators
    v(value)
    ~^^^^^^^
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\django\core\validators.py", line 395, in __call__
    if self.compare(cleaned, limit_value):
       ~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\django\core\validators.py", line 429, in compare
    return a < b
           ^^^^^
TypeError: '<' not supported between instances of 'datetime.date' and 'str'
WARNING 2025-12-10 06:31:02,093 log 20416 19000 Unauthorized: /api/v1/patients/
WARNING 2025-12-10 06:31:02,217 log 20416 19000 Not Found: /static/rest_framework/css/bootstrap.min.css
WARNING 2025-12-10 06:31:02,218 log 20416 12712 Not Found: /static/rest_framework/css/prettify.css
WARNING 2025-12-10 06:31:02,218 log 20416 23368 Not Found: /static/rest_framework/css/bootstrap-tweaks.css
WARNING 2025-12-10 06:31:02,219 log 20416 1736 Not Found: /static/rest_framework/js/ajax-form.js
WARNING 2025-12-10 06:31:02,219 log 20416 19904 Not Found: /static/rest_framework/css/default.css
WARNING 2025-12-10 06:31:02,220 log 20416 22920 Not Found: /static/rest_framework/js/jquery-3.5.1.min.js
WARNING 2025-12-10 06:31:02,224 log 20416 12712 Not Found: /static/rest_framework/js/csrf.js
WARNING 2025-12-10 06:31:02,225 log 20416 19000 Not Found: /static/rest_framework/js/bootstrap.min.js
WARNING 2025-12-10 06:31:02,226 log 20416 23368 Not Found: /static/rest_framework/js/prettify-min.js
WARNING 2025-12-10 06:31:02,228 log 20416 1736 Not Found: /static/rest_framework/js/default.js
WARNING 2025-12-10 06:31:09,341 log 20416 1736 Not Found: /api/v1/staff/
WARNING 2025-12-10 06:31:14,729 log 20416 1736 Unauthorized: /api/v1/appointments/
WARNING 2025-12-10 06:31:14,851 log 20416 1736 Not Found: /static/rest_framework/css/bootstrap.min.css
WARNING 2025-12-10 06:31:14,853 log 20416 12712 Not Found: /static/rest_framework/css/default.css
WARNING 2025-12-10 06:31:14,852 log 20416 19000 Not Found: /static/rest_framework/css/prettify.css
WARNING 2025-12-10 06:31:14,853 log 20416 19904 Not Found: /static/rest_framework/js/jquery-3.5.1.min.js
WARNING 2025-12-10 06:31:14,854 log 20416 22920 Not Found: /static/rest_framework/js/ajax-form.js
WARNING 2025-12-10 06:31:14,852 log 20416 23368 Not Found: /static/rest_framework/css/bootstrap-tweaks.css
WARNING 2025-12-10 06:31:14,858 log 20416 1736 Not Found: /static/rest_framework/js/csrf.js
WARNING 2025-12-10 06:31:14,859 log 20416 12712 Not Found: /static/rest_framework/js/bootstrap.min.js
WARNING 2025-12-10 06:31:14,859 log 20416 19000 Not Found: /static/rest_framework/js/prettify-min.js
WARNING 2025-12-10 06:31:14,860 log 20416 19904 Not Found: /static/rest_framework/js/default.js
ERROR 2025-12-10 06:31:22,093 log 20416 19000 Internal Server Error: /admin/clinic/patient/add/
Traceback (most recent call last):
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\django\core\handlers\exception.py", line 55, in inner
    response = get_response(request)
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\django\core\handlers\base.py", line 198, in _get_response
    response = wrapped_callback(request, *callback_args, **callback_kwargs)
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\django\contrib\admin\options.py", line 710, in wrapper
    return self.admin_site.admin_view(view)(*args, **kwargs)
           ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\django\utils\decorators.py", line 192, in _view_wrapper
    result = _process_exception(request, e)
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\django\utils\decorators.py", line 190, in _view_wrapper
    response = view_func(request, *args, **kwargs)
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\django\views\decorators\cache.py", line 80, in _view_wrapper
    response = view_func(request, *args, **kwargs)
  File "C:\Users\Professional\Desktop\ œ\venv\Lib\site-packages\django\contrib\admin\sites.py", line 247, in inner
